"tool_name","scenario_id","selection_reason","execution_status","f1_score","exact_oracle_match","syntactic_valid","raw_output_checksum","normalized_output_checksum","audit_decision","auditor_id","audit_notes","audited_at_utc"
"FSTMerge","scenario_31","syntax_boundary","completed_clean","0.4703296703296704","False","False","a7032416580e0a40fd4b934b91258c54b950d35df7c38def448e14b813248b58","a7032416580e0a40fd4b934b91258c54b950d35df7c38def448e14b813248b58","evidence_consistent","codex_phase4_audit","Confirmed configured javac diagnostic evidence: parser diagnostics: compiler.err.class.public.should.be.in.file","2026-08-12T20:32:35Z"
"FSTMerge","scenario_36","stratified_sample","completed_clean","0.6933333333333332","False","True","14890c8aa423f11b6e688b3781cc8b895265bad0b147f8a44547bb509484c3d2","14890c8aa423f11b6e688b3781cc8b895265bad0b147f8a44547bb509484c3d2","evidence_consistent","codex_phase4_audit","Stratified artifact-tree inspection agrees with recorded missing/extra files and TP/FP/FN metrics","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_1","stratified_sample;non_clean_terminal_status","invalid_output","","","","e4a8c756b49297ff2bbf73c14162908b48a0a62410024f8ffc207fb083dc72fb","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_10","exact_match","completed_clean","1.0","True","True","b65ef2bb461f845ca476727057dfb7550ef40ff07bc36cd76f5d4b1272fb265f","b65ef2bb461f845ca476727057dfb7550ef40ff07bc36cd76f5d4b1272fb265f","evidence_consistent","codex_phase4_audit","Confirmed normalized oracle equality, F1=1, sequence agreement=1, and valid source form","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_11","stratified_sample;non_clean_terminal_status;syntax_boundary","completed_conflicted","0.817391304347826","False","False","d6fe2134ab1cdeab3fce6aaa035de02255842806e1af62208d880c092972fd4c","d6fe2134ab1cdeab3fce6aaa035de02255842806e1af62208d880c092972fd4c","evidence_consistent","codex_phase4_audit","Confirmed merge-conflict markers in normalized Java output; Confirmed configured javac diagnostic evidence: parser diagnostics: compiler.err.expected, compiler.err.illegal.start","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_12","stratified_sample;non_clean_terminal_status","invalid_output","","","","9a64e700530f4ac7a83df0d374a502022630246c8b254c267e26dc96203527be","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_13","stratified_sample;non_clean_terminal_status","invalid_output","","","","b41db81f9509d3f78cca935784dbd39d4ffff57175f66897eac7fe8a6a084edd","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_14","non_clean_terminal_status","invalid_output","","","","10b0c4d2e003f7e4ea15dd6d7d48a2f81af9e0e5719328b1891ced0790f9b2f1","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_15","non_clean_terminal_status","invalid_output","","","","89b04aa7c1d0062b1fade58f065db23dd6900596e756031eb4c8a5567e66ddc1","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_16","non_clean_terminal_status","invalid_output","","","","f82e9d589166455e5d3b56fd2515b857f077cc7c534039bda88d73c173972692","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_17","non_clean_terminal_status","invalid_output","","","","7e9ea116b97ecd8d803fa3f1440ae58759996ef98d6fc013aaffea5a8a940cf4","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_18","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_19","non_clean_terminal_status","invalid_output","","","","1719a70fba620bc47cdcada84c0223d3a6b2a5057c8b7769e6ae8a1da4691031","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_20","non_clean_terminal_status","invalid_output","","","","c48fc1d9b1d401afad082e3d9217c1470bddd7dd37f06f688e3ac3af8f48ac13","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_21","non_clean_terminal_status","invalid_output","","","","c4518853f447e28213a2df9e7e11a8153bffaeb7ec7eb81eedd1b965bba838e6","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_22","non_clean_terminal_status","invalid_output","","","","9d9df042cb8db52a1aff07a985f7cb0d81f91f6575a7e8ff6b7d2e64cd462c0d","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_23","non_clean_terminal_status;syntax_boundary","completed_conflicted","0.42857142857142855","False","False","1f3b7e8d827bf2b0268c47438e70aa69165f449edc7e1c8e101c10458126dfe4","1f3b7e8d827bf2b0268c47438e70aa69165f449edc7e1c8e101c10458126dfe4","evidence_consistent","codex_phase4_audit","Confirmed merge-conflict markers in normalized Java output; Confirmed configured javac diagnostic evidence: parser diagnostics: compiler.err.expected, compiler.err.illegal.start","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_24","stratified_sample;non_clean_terminal_status","invalid_output","","","","a2af42123ebded8bc5ad52fac968b064a7977cef1fce08d0f1adf58eec4a7c0d","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_25","non_clean_terminal_status","invalid_output","","","","e0be299c7b57a0ac387e1dff8c5aa57018c0c59671381a8f0cc8df8eec1ed642","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_26","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_27","non_clean_terminal_status","invalid_output","","","","c9513021bc64875e5d3b7b366a8c877478fc67021c3d906dd737d679e50e6805","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_28","non_clean_terminal_status","invalid_output","","","","59273aa15cefb19fd7bbb0f481405a43a43643fddbc2570961602e9869367e87","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_29","non_clean_terminal_status","invalid_output","","","","5311f012ca5338cb9347215a76b4b65e9b9b5fea86ac4c7559f238af27997673","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_3","non_clean_terminal_status;syntax_boundary","completed_conflicted","0.9333333333333333","False","False","b06c5a63c9165943e41785885cb36356ff8ef6b8a883ab3b28c5a0bd7e6c385a","51da9edc41384bb68defb0daf25bcf09e888e3da4a1d99a014cb782873881411","evidence_consistent","codex_phase4_audit","Confirmed merge-conflict markers in normalized Java output; Confirmed configured javac diagnostic evidence: parser diagnostics: compiler.err.expected, compiler.err.illegal.start","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_30","syntax_boundary","completed_clean","0.3333333333333333","False","False","f3f7392c0ba1d417ba30bcf0f4c25216d17b1d1f0eef79621e2459b2ecc1f52f","fb4e0a503f1fcd80df36771966e527e2e0364e4d800a6c94d99df2f89190de8d","evidence_consistent","codex_phase4_audit","Confirmed configured javac diagnostic evidence: parser diagnostics: compiler.err.class.public.should.be.in.file","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_31","non_clean_terminal_status","invalid_output","","","","47bac2794813e1c68e10fede8741028b71f56850ebdf557aea0d6daabac920d6","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_32","non_clean_terminal_status","invalid_output","","","","853e0a6ee8bf1aba72c59e32e4e51640c435dd83c725746795d6aa7ec92bdcd3","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_33","non_clean_terminal_status","invalid_output","","","","709d05f0067197ded3e0af539c009d99e13c4efd11ee6b6390c17f14dc25da67","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; tool log reports zero merged files","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_34","non_clean_terminal_status;syntax_boundary","completed_conflicted","0.631578947368421","False","False","7271ef58856a8518cf6c386b8136f26545cae89719daa3ac262f34ffb0a55276","7271ef58856a8518cf6c386b8136f26545cae89719daa3ac262f34ffb0a55276","evidence_consistent","codex_phase4_audit","Confirmed merge-conflict markers in normalized Java output; Confirmed configured javac diagnostic evidence: parser diagnostics: compiler.err.expected, compiler.err.illegal.start","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_35","non_clean_terminal_status;syntax_boundary","completed_conflicted","0.8148148148148148","False","False","8a61a40fc2f0942fc03f2087888a36c5041bd5704945d244c0ed04f99705271f","8a61a40fc2f0942fc03f2087888a36c5041bd5704945d244c0ed04f99705271f","evidence_consistent","codex_phase4_audit","Confirmed merge-conflict markers in normalized Java output; Confirmed configured javac diagnostic evidence: parser diagnostics: compiler.err.expected, compiler.err.illegal.start, compiler.err.premature.eof","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_36","stratified_sample;non_clean_terminal_status;syntax_boundary","completed_conflicted","0.5979381443298968","False","False","3b8c71c366fc246696c6d4447ee61a45d7caf31de45755de9b800f4f9ac1dcab","394651b893abe2b7185bba33beffb9e0429e4bfd59d03b273b0b13103e712936","evidence_consistent","codex_phase4_audit","Confirmed merge-conflict markers in normalized Java output; Confirmed configured javac diagnostic evidence: parser diagnostics: compiler.err.expected, compiler.err.illegal.start","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_37","non_clean_terminal_status;syntax_boundary","completed_conflicted","0.6","False","False","ceed2f7091aa7637861d26f43a676fa81112a02a06c7fc6e124cc5b95e31f465","ceed2f7091aa7637861d26f43a676fa81112a02a06c7fc6e124cc5b95e31f465","evidence_consistent","codex_phase4_audit","Confirmed merge-conflict markers in normalized Java output; Confirmed configured javac diagnostic evidence: parser diagnostics: compiler.err.expected, compiler.err.illegal.start","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_38","non_clean_terminal_status;syntax_boundary","completed_conflicted","0.6430678466076697","False","False","a5cd9b54596533327519e7e393ac0ec3c5144e71b39b297257901bc055d940de","a5cd9b54596533327519e7e393ac0ec3c5144e71b39b297257901bc055d940de","evidence_consistent","codex_phase4_audit","Confirmed merge-conflict markers in normalized Java output; Confirmed configured javac diagnostic evidence: parser diagnostics: compiler.err.expected, compiler.err.illegal.start","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_39","non_clean_terminal_status;syntax_boundary","completed_conflicted","0.6423927178153446","False","False","0ea6e476debb24c48274c166610ac90fa4744fd00fef9c27f2375e2fc325be8f","0ea6e476debb24c48274c166610ac90fa4744fd00fef9c27f2375e2fc325be8f","evidence_consistent","codex_phase4_audit","Confirmed merge-conflict markers in normalized Java output; Confirmed configured javac diagnostic evidence: parser diagnostics: compiler.err.expected, compiler.err.illegal.start, compiler.err.premature.eof","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_4","non_clean_terminal_status;syntax_boundary","completed_conflicted","0.7479674796747968","False","False","bfe0d62cc14c55fe97162d705a0918ff448efb04ea3f11234e81cefdc9e4c36f","26a16e8e76337ee534a5dac48149437b74294f1ce8893994ae4a92010ae645a6","evidence_consistent","codex_phase4_audit","Confirmed merge-conflict markers in normalized Java output; Confirmed configured javac diagnostic evidence: parser diagnostics: compiler.err.expected, compiler.err.illegal.start","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_6","exact_match","completed_clean","1.0","True","True","e10533d221ba924b2281219a29cb5a3f6d2742065044a45822cd8bd2f6394116","e10533d221ba924b2281219a29cb5a3f6d2742065044a45822cd8bd2f6394116","evidence_consistent","codex_phase4_audit","Confirmed normalized oracle equality, F1=1, sequence agreement=1, and valid source form","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_7","non_clean_terminal_status;syntax_boundary","completed_conflicted","0.6428571428571429","False","False","5744bb0aa28354b46a20daf772108d11c7d4d0fce27432caf50b99ed610014ba","18c3f21df73dd47560b87dac218a7e8696cb6e5a459aa9bc2fa301761ce96db8","evidence_consistent","codex_phase4_audit","Confirmed merge-conflict markers in normalized Java output; Confirmed configured javac diagnostic evidence: parser diagnostics: compiler.err.expected, compiler.err.illegal.start","2026-08-12T20:32:35Z"
"IntelliMerge","scenario_8","non_clean_terminal_status;syntax_boundary","completed_conflicted","0.8749999999999999","False","False","5b8b5b0545eb89934aaf871c6bc40620a4bc8e27611236bd66d110f7e17b93a1","d8686006d0facae4127f16f9e7b153021f27230959b874bb03500c89029212bf","evidence_consistent","codex_phase4_audit","Confirmed merge-conflict markers in normalized Java output; Confirmed configured javac diagnostic evidence: parser diagnostics: compiler.err.expected, compiler.err.illegal.start","2026-08-12T20:32:35Z"
"JDime","scenario_1","stratified_sample;non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_10","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_11","stratified_sample;non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_12","stratified_sample;non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_13","stratified_sample;non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_14","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_15","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_16","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_18","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_19","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_2","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_20","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_21","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_22","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_23","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_24","stratified_sample;non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_25","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_26","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_27","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_28","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_29","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_3","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_30","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_31","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_32","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_33","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_34","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_35","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_36","stratified_sample;non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_37","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_38","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_39","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_4","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_6","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_7","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_8","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
"JDime","scenario_9","non_clean_terminal_status","invalid_output","","","","","","evidence_consistent","codex_phase4_audit","Confirmed no Java artifact in raw or normalized output; process returned no Java artifact and empty logs","2026-08-12T20:32:35Z"
